hour,day_of_week,month,is_weekend,is_rush_hour,weather,temperature,precipitation,road_construction,accident,traffic_volume,speed,congestion_level,travel_time
20,3,4,0,0,Snow,38.6,1.05,0,0,341,36.5,1,16.4
21,3,4,0,0,Fog,27.8,0.0,0,0,481,55.7,0,10.8
22,3,4,0,0,Rain,12.1,0.23,0,0,480,59.8,0,10.0
23,3,4,0,0,Cloudy,25.1,0.0,0,0,444,38.4,1,15.6
0,4,4,0,0,Cloudy,24.2,0.0,0,0,526,50.1,0,12.0
1,4,4,0,0,Rain,8.1,0.57,0,0,376,48.3,1,12.4
2,4,4,0,0,Fog,26.3,0.0,0,0,485,54.8,0,11.0
3,4,4,0,0,Snow,12.9,0.01,0,0,337,69.3,0,8.7
4,4,4,0,0,Snow,29.0,0.96,0,0,382,48.6,1,12.3
5,4,4,0,0,Snow,17.2,0.23,0,0,442,44.0,1,13.6
6,4,4,0,0,Cloudy,23.5,0.0,0,0,492,65.2,0,9.2
7,4,4,0,1,Clear,9.8,0.0,0,0,772,49.1,1,12.2
8,4,4,0,1,Snow,29.4,0.72,0,0,699,18.0,3,33.3
9,4,4,0,1,Snow,-0.1,0.03,0,0,783,10.0,3,60.0
10,4,4,0,0,Rain,21.9,0.59,0,0,437,52.8,0,11.4
11,4,4,0,0,Snow,26.9,0.46,0,0,370,49.3,1,12.2
12,4,4,0,0,Snow,37.6,2.31,0,0,462,44.7,1,13.4
13,4,4,0,0,Fog,13.5,0.0,0,0,544,27.3,2,21.9
14,4,4,0,0,Fog,9.2,0.0,0,0,517,56.2,0,10.7
15,4,4,0,0,Rain,7.5,0.07,0,0,440,40.9,1,14.7
16,4,4,0,0,Fog,18.6,0.0,0,0,397,65.1,0,9.2
17,4,4,0,1,Cloudy,4.4,0.0,0,0,1044,24.4,2,24.6
18,4,4,0,1,Rain,20.5,0.13,0,0,917,10.0,3,60.0
19,4,4,0,1,Rain,17.1,0.08,0,0,771,38.7,1,15.5
20,4,4,0,0,Cloudy,15.8,0.0,0,0,422,52.2,0,11.5
21,4,4,0,0,Rain,38.5,0.29,0,0,367,40.4,1,14.9
22,4,4,0,0,Fog,22.1,0.0,0,0,507,24.0,2,25.0
23,4,4,0,0,Rain,1.9,0.61,0,0,459,46.2,1,13.0
0,5,4,1,0,Clear,11.1,0.0,0,0,355,48.4,1,12.4
1,5,4,1,0,Fog,24.7,0.0,0,0,402,63.1,0,9.5
2,5,4,1,0,Rain,19.0,0.16,0,0,239,51.6,0,11.6
3,5,4,1,0,Rain,16.7,0.09,0,0,226,41.9,1,14.3
4,5,4,1,0,Clear,18.6,0.0,0,0,408,47.1,1,12.7
5,5,4,1,0,Cloudy,6.1,0.0,0,0,272,71.5,0,8.4
6,5,4,1,0,Clear,25.5,0.0,0,0,270,57.1,0,10.5
7,5,4,1,1,Cloudy,26.8,0.0,0,0,1073,10.0,3,60.0
8,5,4,1,1,Rain,10.5,0.18,0,0,434,12.8,3,47.0
9,5,4,1,1,Clear,40.5,0.0,0,0,726,37.0,1,16.2
10,5,4,1,0,Fog,9.4,0.0,0,0,282,38.8,1,15.5
11,5,4,1,0,Snow,22.1,0.08,0,0,304,39.5,1,15.2
12,5,4,1,0,Rain,9.3,0.46,0,0,155,59.6,0,10.1
13,5,4,1,0,Cloudy,26.8,0.0,0,0,280,51.8,0,11.6
14,5,4,1,0,Cloudy,17.8,0.0,1,0,386,58.5,0,10.3
15,5,4,1,0,Snow,24.3,0.29,0,0,145,52.5,0,11.4
16,5,4,1,0,Clear,25.6,0.0,0,0,237,59.8,0,10.0
17,5,4,1,1,Snow,17.3,0.07,0,0,674,17.4,3,34.4
18,5,4,1,1,Fog,6.5,0.0,0,0,652,10.0,3,60.0
19,5,4,1,1,Snow,21.3,0.01,0,0,641,10.0,3,60.0
20,5,4,1,0,Snow,-11.4,1.51,0,0,194,31.1,2,19.3
21,5,4,1,0,Clear,42.4,0.0,0,0,261,58.5,0,10.3
22,5,4,1,0,Cloudy,34.2,0.0,0,0,465,58.5,0,10.2
23,5,4,1,0,Rain,23.5,0.29,0,0,133,52.1,0,11.5
0,6,4,1,0,Snow,1.9,0.1,0,0,200,43.2,1,13.9
1,6,4,1,0,Fog,30.5,0.0,0,0,299,46.4,1,12.9
2,6,4,1,0,Cloudy,29.5,0.0,0,0,253,64.6,0,9.3
3,6,4,1,0,Snow,18.6,1.46,0,0,100,39.0,1,15.4
4,6,4,1,0,Rain,17.0,0.0,0,0,277,59.7,0,10.1
5,6,4,1,0,Fog,4.5,0.0,0,0,192,48.0,1,12.5
6,6,4,1,0,Snow,25.3,0.73,0,0,177,65.2,0,9.2
7,6,4,1,1,Snow,15.8,0.23,0,0,928,10.0,3,60.0
8,6,4,1,1,Rain,23.1,0.21,0,0,791,33.4,2,18.0
9,6,4,1,1,Fog,13.6,0.0,0,0,692,13.7,3,43.8
10,6,4,1,0,Fog,36.3,0.0,0,0,300,24.6,2,24.4
11,6,4,1,0,Cloudy,18.1,0.0,0,0,372,46.6,1,12.9
12,6,4,1,0,Snow,25.9,0.58,0,0,266,40.5,1,14.8
13,6,4,1,0,Cloudy,1.9,0.0,0,0,385,61.0,0,9.8
14,6,4,1,0,Fog,31.7,0.0,0,0,407,45.2,1,13.3
15,6,4,1,0,Snow,28.0,0.72,0,0,112,48.8,1,12.3
16,6,4,1,0,Rain,8.4,0.3,0,0,186,45.0,1,13.3
17,6,4,1,1,Clear,29.8,0.0,0,0,799,53.5,0,11.2
18,6,4,1,1,Cloudy,23.4,0.0,0,0,611,22.8,2,26.3
19,6,4,1,1,Fog,21.5,0.0,0,0,970,10.0,3,60.0
20,6,4,1,0,Snow,3.0,1.3,0,0,177,55.5,0,10.8
21,6,4,1,0,Fog,13.5,0.0,0,0,458,54.8,0,11.0
22,6,4,1,0,Snow,32.7,0.23,0,0,277,52.0,0,11.5
23,6,4,1,0,Cloudy,13.2,0.0,0,0,391,57.6,0,10.4
0,0,4,0,0,Cloudy,24.9,0.0,0,0,441,59.7,0,10.0
1,0,4,0,0,Cloudy,24.0,0.0,0,0,502,73.5,0,8.2
2,0,4,0,0,Clear,27.7,0.0,0,0,500,62.2,0,9.7
3,0,4,0,0,Cloudy,23.0,0.0,0,0,520,41.7,1,14.4
4,0,4,0,0,Cloudy,17.0,0.0,0,0,426,72.8,0,8.2
5,0,4,0,0,Snow,19.4,1.13,0,0,340,47.5,1,12.6
6,0,4,0,0,Snow,17.8,0.49,0,0,368,45.3,1,13.2
7,0,4,0,1,Fog,16.6,0.0,0,0,886,10.0,3,60.0
8,0,4,0,1,Clear,18.2,0.0,0,0,1113,10.0,3,60.0
9,0,4,0,1,Clear,31.5,0.0,0,0,927,10.4,3,57.8
10,0,4,0,0,Fog,24.0,0.0,0,0,461,53.6,0,11.2
11,0,4,0,0,Cloudy,16.3,0.0,0,0,455,65.7,0,9.1
12,0,4,0,0,Cloudy,34.9,0.0,0,0,536,69.2,0,8.7
13,0,4,0,0,Rain,14.8,0.46,0,0,436,25.1,2,23.9
14,0,4,0,0,Clear,8.0,0.0,0,0,514,43.0,1,13.9
15,0,4,0,0,Clear,9.5,0.0,0,0,571,54.6,0,11.0
16,0,4,0,0,Rain,27.1,0.17,0,0,429,62.8,0,9.6
17,0,4,0,1,Fog,16.0,0.0,0,0,1297,34.9,2,17.2
18,0,4,0,1,Snow,18.7,0.16,0,0,678,25.4,2,23.6
19,0,4,0,1,Clear,27.4,0.0,0,0,933,10.0,3,60.0
20,0,4,0,0,Clear,15.4,0.0,0,0,452,56.9,0,10.5
21,0,4,0,0,Cloudy,18.9,0.0,0,0,553,63.0,0,9.5
22,0,4,0,0,Rain,34.2,0.49,0,0,338,40.1,1,15.0
23,0,4,0,0,Fog,16.6,0.0,0,0,538,57.5,0,10.4
0,1,4,0,0,Cloudy,35.3,0.0,0,0,521,78.5,0,7.6
1,1,4,0,0,Clear,25.4,0.0,0,1,356,23.8,2,25.2
2,1,4,0,0,Snow,20.1,0.45,0,0,450,49.3,1,12.2
3,1,4,0,0,Clear,25.2,0.0,0,0,509,57.7,0,10.4
4,1,4,0,0,Fog,-8.0,0.0,0,0,447,46.3,1,13.0
5,1,4,0,0,Snow,-7.2,1.45,1,0,387,40.6,1,14.8
6,1,4,0,0,Clear,25.7,0.0,0,0,459,65.7,0,9.1
7,1,4,0,1,Cloudy,29.9,0.0,1,0,932,39.1,1,15.3
8,1,4,0,1,Clear,22.4,0.0,0,0,1192,10.0,3,60.0
9,1,4,0,1,Cloudy,14.7,0.0,0,0,878,24.5,2,24.5
10,1,4,0,0,Rain,13.9,0.0,0,0,467,40.5,1,14.8
11,1,4,0,0,Clear,19.9,0.0,0,0,459,69.4,0,8.7
12,1,4,0,0,Rain,11.5,0.17,0,0,411,40.8,1,14.7
13,1,4,0,0,Fog,24.2,0.0,1,0,533,57.3,0,10.5
14,1,4,0,0,Snow,30.0,0.06,1,0,427,53.4,0,11.2
15,1,4,0,0,Cloudy,17.2,0.0,0,0,544,73.7,0,8.1
16,1,4,0,0,Cloudy,10.7,0.0,0,0,588,57.0,0,10.5
17,1,4,0,1,Fog,39.9,0.0,0,0,819,10.0,3,60.0
18,1,4,0,1,Snow,27.0,0.8,0,0,722,10.0,3,60.0
19,1,4,0,1,Fog,20.4,0.0,0,0,963,10.0,3,60.0
20,1,4,0,0,Cloudy,31.0,0.0,0,0,481,72.6,0,8.3
21,1,4,0,0,Snow,14.7,0.22,0,0,465,43.7,1,13.7
22,1,4,0,0,Rain,12.7,1.75,0,0,399,50.3,0,11.9
23,1,4,0,0,Clear,19.3,0.0,0,0,415,63.9,0,9.4
0,2,4,0,0,Fog,19.1,0.0,0,0,581,38.6,1,15.5
1,2,4,0,0,Fog,1.9,0.0,0,0,531,48.5,1,12.4
2,2,4,0,0,Snow,9.9,0.48,0,0,301,38.6,1,15.6
3,2,4,0,0,Rain,43.3,0.26,0,0,515,41.2,1,14.5
4,2,4,0,0,Clear,15.1,0.0,0,0,486,48.8,1,12.3
5,2,4,0,0,Clear,3.0,0.0,0,0,553,41.6,1,14.4
6,2,4,0,0,Clear,22.5,0.0,0,0,544,45.5,1,13.2
7,2,4,0,1,Rain,10.8,0.98,0,0,1012,10.0,3,60.0
8,2,4,0,1,Cloudy,29.7,0.0,0,0,938,13.1,3,45.8
9,2,4,0,1,Cloudy,29.0,0.0,0,0,1114,10.0,3,60.0
10,2,4,0,0,Fog,13.0,0.0,0,0,448,51.7,0,11.6
11,2,4,0,0,Snow,42.8,0.12,0,0,413,33.7,2,17.8
12,2,4,0,0,Cloudy,2.3,0.0,0,0,501,59.5,0,10.1
13,2,4,0,0,Snow,26.5,0.03,0,0,389,59.0,0,10.2
14,2,4,0,0,Rain,7.1,0.42,0,0,480,38.6,1,15.5
15,2,4,0,0,Fog,7.9,0.0,0,0,539,40.3,1,14.9
16,2,4,0,0,Snow,19.9,0.06,0,0,331,35.6,1,16.9
17,2,4,0,1,Snow,15.9,0.51,0,0,1053,10.0,3,60.0
18,2,4,0,1,Rain,11.9,0.12,0,0,1042,10.0,3,60.0
19,2,4,0,1,Cloudy,18.3,0.0,1,0,1023,20.4,2,29.4
20,2,4,0,0,Rain,12.7,1.0,0,0,411,72.7,0,8.3
21,2,4,0,0,Cloudy,17.5,0.0,0,0,404,74.9,0,8.0
22,2,4,0,0,Rain,26.1,0.07,0,0,358,55.1,0,10.9
23,2,4,0,0,Fog,14.2,0.0,1,0,467,33.0,2,18.2
0,3,4,0,0,Fog,-6.5,0.0,0,0,435,50.7,0,11.8
1,3,4,0,0,Snow,34.6,0.52,0,0,362,60.3,0,9.9
2,3,4,0,0,Clear,13.5,0.0,0,0,407,55.8,0,10.8
3,3,4,0,0,Fog,24.0,0.0,0,0,477,49.9,1,12.0
4,3,4,0,0,Clear,31.4,0.0,0,0,505,51.6,0,11.6
5,3,4,0,0,Snow,27.0,0.25,0,0,488,38.4,1,15.6
6,3,4,0,0,Rain,39.4,0.06,0,0,431,36.3,1,16.5
7,3,4,0,1,Fog,24.1,0.0,0,0,1039,10.0,3,60.0
8,3,4,0,1,Cloudy,12.4,0.0,0,0,991,24.3,2,24.7
9,3,4,0,1,Fog,9.4,0.0,1,0,980,10.0,3,60.0
10,3,4,0,0,Rain,25.3,0.63,0,0,347,55.9,0,10.7
11,3,4,0,0,Cloudy,32.2,0.0,0,0,417,78.6,0,7.6
12,3,4,0,0,Fog,31.0,0.0,0,0,524,52.7,0,11.4
13,3,4,0,0,Snow,6.6,1.03,0,0,364,20.6,2,29.1
14,3,4,0,0,Snow,17.2,0.1,0,0,312,21.5,2,27.9
15,3,4,0,0,Fog,5.4,0.0,0,0,517,38.2,1,15.7
16,3,4,0,0,Rain,15.1,0.36,0,0,329,34.5,2,17.4
17,3,4,0,1,Snow,23.6,0.71,0,0,1134,10.0,3,60.0
18,3,4,0,1,Snow,12.2,0.78,0,0,1018,10.0,3,60.0
19,3,4,0,1,Rain,28.7,0.21,0,0,884,10.0,3,60.0
20,3,4,0,0,Cloudy,26.1,0.0,0,0,534,60.7,0,9.9
21,3,4,0,0,Cloudy,28.3,0.0,0,0,510,51.3,0,11.7
22,3,4,0,0,Snow,18.0,0.09,1,0,375,47.3,1,12.7
23,3,4,0,0,Cloudy,18.4,0.0,0,0,517,67.5,0,8.9
0,4,4,0,0,Rain,26.1,1.06,0,0,356,52.8,0,11.4
1,4,4,0,0,Snow,35.5,0.06,0,0,260,40.8,1,14.7
2,4,4,0,0,Snow,26.6,1.21,0,0,436,37.5,1,16.0
3,4,4,0,0,Clear,18.3,0.0,0,0,417,50.0,1,12.0
4,4,4,0,0,Fog,31.2,0.0,0,0,521,74.1,0,8.1
5,4,4,0,0,Snow,9.6,0.97,0,0,288,38.5,1,15.6
6,4,4,0,0,Fog,14.1,0.0,0,0,517,32.9,2,18.2
7,4,4,0,1,Clear,9.7,0.0,0,0,1022,34.2,2,17.5
8,4,4,0,1,Rain,16.0,0.07,0,0,1048,10.0,3,60.0
9,4,4,0,1,Snow,19.9,0.18,0,0,961,10.0,3,60.0
10,4,4,0,0,Clear,12.0,0.0,0,0,587,70.3,0,8.5
11,4,4,0,0,Snow,28.1,0.76,0,0,295,29.7,2,20.2
12,4,4,0,0,Rain,7.1,1.26,0,0,428,56.4,0,10.6
13,4,4,0,0,Snow,15.2,0.87,0,0,414,38.0,1,15.8
14,4,4,0,0,Clear,19.7,0.0,0,0,480,67.8,0,8.9
15,4,4,0,0,Cloudy,9.3,0.0,0,0,461,61.2,0,9.8
16,4,4,0,0,Cloudy,16.3,0.0,0,0,445,65.3,0,9.2
17,4,4,0,1,Clear,14.3,0.0,0,0,1064,13.3,3,45.3
18,4,4,0,1,Rain,11.1,0.07,0,0,934,16.6,3,36.2
19,4,4,0,1,Cloudy,16.0,0.0,0,0,854,11.1,3,54.2
20,4,4,0,0,Rain,37.3,2.51,0,0,434,63.8,0,9.4
21,4,4,0,0,Snow,25.2,0.94,0,0,437,44.1,1,13.6
22,4,4,0,0,Rain,28.7,1.72,0,0,433,50.4,0,11.9
23,4,4,0,0,Fog,28.5,0.0,0,0,511,26.2,2,22.9
0,5,4,1,0,Snow,30.4,0.05,0,0,175,45.6,1,13.1
1,5,4,1,0,Rain,11.7,0.05,0,0,100,33.3,2,18.0
2,5,4,1,0,Fog,9.4,0.0,0,0,352,40.4,1,14.9
3,5,4,1,0,Fog,31.1,0.0,0,0,337,53.4,0,11.2
4,5,4,1,0,Cloudy,13.1,0.0,0,0,344,60.1,0,10.0
5,5,4,1,0,Fog,18.5,0.0,0,0,325,42.3,1,14.2
6,5,4,1,0,Clear,4.1,0.0,0,0,303,65.2,0,9.2
7,5,4,1,1,Snow,13.9,1.47,0,0,790,29.4,2,20.4
8,5,4,1,1,Snow,18.3,0.53,0,0,692,10.7,3,55.9
9,5,4,1,1,Clear,17.9,0.0,0,0,880,13.4,3,44.9
10,5,4,1,0,Clear,18.8,0.0,0,0,257,58.5,0,10.3
11,5,4,1,0,Rain,30.7,1.94,0,0,126,48.6,1,12.3
12,5,4,1,0,Fog,25.4,0.0,0,0,156,54.3,0,11.0
13,5,4,1,0,Snow,1.4,0.97,0,0,219,40.2,1,14.9
14,5,4,1,0,Fog,3.3,0.0,0,0,421,48.2,1,12.4
15,5,4,1,0,Cloudy,0.4,0.0,0,0,356,52.5,0,11.4
16,5,4,1,0,Rain,30.4,0.39,0,0,166,60.8,0,9.9
17,5,4,1,1,Cloudy,15.6,0.0,0,0,900,16.8,3,35.8
18,5,4,1,1,Clear,5.1,0.0,0,0,1091,10.0,3,60.0
19,5,4,1,1,Rain,32.0,0.65,0,0,691,25.8,2,23.3
20,5,4,1,0,Clear,15.0,0.0,0,0,187,71.8,0,8.4
21,5,4,1,0,Snow,6.7,0.71,0,0,215,56.7,0,10.6
22,5,4,1,0,Rain,17.3,0.07,0,0,180,56.9,0,10.5
23,5,4,1,0,Snow,20.8,0.79,0,0,362,48.9,1,12.3
0,6,4,1,0,Clear,18.8,0.0,0,0,302,56.0,0,10.7
1,6,4,1,0,Fog,28.3,0.0,1,0,138,43.8,1,13.7
2,6,4,1,0,Fog,29.8,0.0,0,1,150,27.1,2,22.2
3,6,4,1,0,Snow,6.5,0.01,0,0,156,53.7,0,11.2
4,6,4,1,0,Clear,14.9,0.0,0,0,249,68.7,0,8.7
5,6,4,1,0,Snow,5.6,0.42,0,0,298,67.7,0,8.9
6,6,4,1,0,Cloudy,10.8,0.0,0,0,247,48.1,1,12.5
7,6,4,1,1,Rain,24.4,0.1,0,0,810,16.7,3,35.9
8,6,4,1,1,Fog,9.9,0.0,0,0,1089,10.0,3,60.0
9,6,4,1,1,Clear,29.6,0.0,0,0,950,10.1,3,59.6
10,6,4,1,0,Snow,13.8,0.1,0,0,100,51.3,0,11.7
11,6,4,1,0,Fog,14.3,0.0,0,0,314,43.3,1,13.9
12,6,4,1,0,Snow,34.1,0.78,1,0,138,39.8,1,15.1
13,6,4,1,0,Cloudy,32.3,0.0,0,0,378,49.1,1,12.2
14,6,4,1,0,Cloudy,18.2,0.0,0,0,317,82.8,0,7.2
15,6,4,1,0,Cloudy,12.7,0.0,0,0,319,50.5,0,11.9
16,6,4,1,0,Snow,32.2,0.47,0,0,101,42.7,1,14.1
17,6,4,1,1,Snow,21.0,0.55,0,0,829,10.0,3,60.0
18,6,4,1,1,Fog,18.0,0.0,0,0,653,38.6,1,15.6
19,6,4,1,1,Rain,4.4,0.33,0,0,706,17.5,3,34.2
20,6,4,1,0,Fog,3.9,0.0,0,0,426,35.2,1,17.1
21,6,4,1,0,Snow,16.6,0.24,0,0,289,58.4,0,10.3
22,6,4,1,0,Cloudy,13.1,0.0,0,0,246,70.1,0,8.6
23,6,4,1,0,Clear,23.2,0.0,0,0,370,75.9,0,7.9
0,0,5,0,0,Rain,6.3,1.06,0,0,354,60.5,0,9.9
1,0,5,0,0,Rain,31.4,0.02,0,0,427,73.6,0,8.2
2,0,5,0,0,Rain,16.9,1.11,0,0,385,33.0,2,18.2
3,0,5,0,0,Rain,32.7,0.04,0,0,458,63.5,0,9.4
4,0,5,0,0,Snow,22.2,0.28,0,0,520,34.7,2,17.3
5,0,5,0,0,Rain,25.0,1.42,0,0,280,59.0,0,10.2
6,0,5,0,0,Snow,33.7,0.09,0,0,359,51.2,0,11.7
7,0,5,0,1,Rain,8.3,0.19,0,0,818,14.0,3,42.8
8,0,5,0,1,Snow,1.7,0.13,0,0,1136,10.0,3,60.0
9,0,5,0,1,Snow,44.0,2.39,1,0,708,10.0,3,60.0
10,0,5,0,0,Clear,13.4,0.0,0,0,515,54.5,0,11.0
11,0,5,0,0,Snow,17.8,0.04,0,0,426,27.9,2,21.5
12,0,5,0,0,Snow,19.2,0.2,0,0,453,43.0,1,14.0
13,0,5,0,0,Clear,11.7,0.0,0,0,537,45.4,1,13.2
14,0,5,0,0,Rain,18.6,1.73,0,0,313,55.1,0,10.9
15,0,5,0,0,Rain,22.1,0.2,0,0,381,51.8,0,11.6
16,0,5,0,0,Clear,20.3,0.0,0,0,504,66.9,0,9.0
17,0,5,0,1,Rain,27.0,0.38,0,0,775,36.0,1,16.6
18,0,5,0,1,Fog,26.1,0.0,0,0,1013,20.0,2,29.9
19,0,5,0,1,Rain,21.4,2.0,0,0,811,10.0,3,60.0
20,0,5,0,0,Fog,21.9,0.0,0,0,486,49.9,1,12.0
21,0,5,0,0,Snow,18.9,0.23,0,0,340,50.7,0,11.8
22,0,5,0,0,Rain,21.9,0.2,0,0,385,62.5,0,9.6
23,0,5,0,0,Clear,13.4,0.0,0,0,583,69.8,0,8.6
0,1,5,0,0,Rain,17.3,2.3,0,0,308,49.0,1,12.2
1,1,5,0,0,Cloudy,6.2,0.0,0,0,549,52.2,0,11.5
2,1,5,0,0,Clear,12.2,0.0,0,0,550,41.2,1,14.6
3,1,5,0,0,Cloudy,4.8,0.0,0,0,499,62.9,0,9.5
4,1,5,0,0,Fog,24.8,0.0,0,0,485,77.3,0,7.8
5,1,5,0,0,Rain,17.7,0.05,1,1,272,21.5,2,27.9
6,1,5,0,0,Rain,2.5,0.49,0,0,432,51.5,0,11.6
7,1,5,0,1,Clear,24.5,0.0,0,0,1121,10.0,3,60.0
8,1,5,0,1,Fog,25.4,0.0,0,0,1143,15.6,3,38.5
9,1,5,0,1,Fog,29.9,0.0,0,0,978,10.0,3,60.0
10,1,5,0,0,Rain,9.5,0.27,0,0,462,48.3,1,12.4
11,1,5,0,0,Fog,24.5,0.0,0,0,434,58.9,0,10.2
12,1,5,0,0,Snow,26.4,0.06,0,0,425,38.0,1,15.8
13,1,5,0,0,Cloudy,20.2,0.0,0,0,462,57.0,0,10.5
14,1,5,0,0,Rain,20.0,0.79,0,0,330,53.3,0,11.3
15,1,5,0,0,Snow,10.7,0.2,0,0,464,23.5,2,25.5
16,1,5,0,0,Fog,33.6,0.0,0,0,493,55.2,0,10.9
17,1,5,0,1,Cloudy,15.0,0.0,0,0,943,15.1,3,39.8
18,1,5,0,1,Cloudy,11.9,0.0,0,0,1133,10.0,3,60.0
19,1,5,0,1,Fog,21.9,0.0,0,0,884,10.0,3,60.0
20,1,5,0,0,Fog,18.8,0.0,0,0,442,35.2,1,17.1
21,1,5,0,0,Clear,31.5,0.0,0,0,476,61.4,0,9.8
22,1,5,0,0,Rain,9.2,0.89,0,0,412,39.6,1,15.2
23,1,5,0,0,Snow,11.1,0.92,1,0,372,39.5,1,15.2
0,2,5,0,0,Fog,5.8,0.0,0,0,457,53.0,0,11.3
1,2,5,0,0,Snow,23.3,0.03,0,0,443,55.2,0,10.9
2,2,5,0,0,Fog,17.0,0.0,0,0,532,51.3,0,11.7
3,2,5,0,0,Snow,47.6,0.34,0,0,301,46.9,1,12.8
4,2,5,0,0,Clear,17.0,0.0,0,0,579,64.0,0,9.4
5,2,5,0,0,Clear,21.7,0.0,0,0,542,63.7,0,9.4
6,2,5,0,0,Fog,15.4,0.0,0,0,554,32.9,2,18.2
7,2,5,0,1,Rain,23.2,0.38,0,0,937,10.0,3,60.0
8,2,5,0,1,Cloudy,-4.7,0.0,0,0,1012,18.3,3,32.8
9,2,5,0,1,Fog,23.6,0.0,0,0,948,12.7,3,47.2
10,2,5,0,0,Cloudy,21.7,0.0,0,0,498,48.5,1,12.4
11,2,5,0,0,Cloudy,17.8,0.0,0,0,599,56.2,0,10.7
12,2,5,0,0,Fog,18.4,0.0,0,0,563,36.6,1,16.4
13,2,5,0,0,Rain,26.2,0.52,0,0,453,62.8,0,9.6
14,2,5,0,0,Snow,-0.7,0.1,0,0,342,56.6,0,10.6
15,2,5,0,0,Cloudy,14.9,0.0,0,0,538,62.1,0,9.7
16,2,5,0,0,Snow,15.5,0.0,0,0,432,36.1,1,16.6
17,2,5,0,1,Cloudy,20.0,0.0,0,0,789,50.1,0,12.0
18,2,5,0,1,Clear,23.0,0.0,0,0,1166,10.9,3,54.9
19,2,5,0,1,Clear,15.4,0.0,0,0,1133,10.0,3,60.0
20,2,5,0,0,Fog,3.1,0.0,0,0,470,58.2,0,10.3
21,2,5,0,0,Fog,13.5,0.0,0,0,449,46.9,1,12.8
22,2,5,0,0,Cloudy,15.4,0.0,0,0,482,81.7,0,7.3
23,2,5,0,0,Rain,30.5,0.61,0,0,327,61.1,0,9.8
0,3,5,0,0,Cloudy,32.2,0.0,0,0,443,48.3,1,12.4
1,3,5,0,0,Fog,13.9,0.0,0,0,429,40.2,1,14.9
2,3,5,0,0,Fog,16.0,0.0,0,0,525,45.8,1,13.1
3,3,5,0,0,Clear,18.5,0.0,0,0,476,46.9,1,12.8
4,3,5,0,0,Snow,25.9,0.12,0,0,474,37.4,1,16.0
5,3,5,0,0,Cloudy,16.2,0.0,1,0,528,80.5,0,7.4
6,3,5,0,0,Fog,26.1,0.0,0,0,524,48.3,1,12.4
7,3,5,0,1,Snow,9.3,0.24,1,0,1038,10.0,3,60.0
8,3,5,0,1,Snow,34.6,0.28,0,0,839,10.0,3,60.0
9,3,5,0,1,Snow,19.8,0.28,0,0,866,11.4,3,52.8
10,3,5,0,0,Clear,24.3,0.0,0,0,550,57.7,0,10.4
11,3,5,0,0,Clear,19.5,0.0,0,0,491,60.3,0,9.9
12,3,5,0,0,Clear,14.9,0.0,0,0,474,55.4,0,10.8
13,3,5,0,0,Clear,21.6,0.0,0,1,355,25.5,2,23.5
14,3,5,0,0,Cloudy,38.1,0.0,0,0,545,50.4,0,11.9
15,3,5,0,0,Snow,28.6,0.05,0,0,358,39.2,1,15.3
16,3,5,0,0,Cloudy,15.6,0.0,0,0,486,76.1,0,7.9
17,3,5,0,1,Rain,29.5,0.51,0,0,832,33.4,2,18.0
18,3,5,0,1,Rain,15.9,0.54,0,0,871,10.0,3,60.0
19,3,5,0,1,Snow,43.2,0.57,0,0,969,10.0,3,60.0
20,3,5,0,0,Cloudy,34.0,0.0,0,0,522,68.1,0,8.8
21,3,5,0,0,Rain,8.6,1.16,0,0,491,45.6,1,13.2
22,3,5,0,0,Rain,18.1,0.44,0,0,431,53.4,0,11.2
23,3,5,0,0,Clear,20.5,0.0,0,0,512,50.3,0,11.9
0,4,5,0,0,Rain,17.3,0.39,0,0,371,42.7,1,14.1
1,4,5,0,0,Cloudy,17.7,0.0,0,0,534,65.5,0,9.2
2,4,5,0,0,Rain,12.9,0.12,0,0,314,58.3,0,10.3
3,4,5,0,0,Cloudy,23.6,0.0,1,0,436,75.8,0,7.9
4,4,5,0,0,Fog,12.4,0.0,0,0,493,71.5,0,8.4
5,4,5,0,0,Clear,-0.6,0.0,0,0,415,64.4,0,9.3
6,4,5,0,0,Clear,-4.8,0.0,0,0,398,71.8,0,8.4
7,4,5,0,1,Clear,15.9,0.0,0,0,1138,22.7,2,26.5
8,4,5,0,1,Fog,16.8,0.0,0,0,1012,10.0,3,60.0
9,4,5,0,1,Fog,17.5,0.0,0,0,1013,10.0,3,60.0
10,4,5,0,0,Snow,33.8,0.98,0,0,464,32.3,2,18.6
11,4,5,0,0,Cloudy,12.2,0.0,0,0,534,57.7,0,10.4
12,4,5,0,0,Snow,35.9,0.34,0,0,424,53.8,0,11.2
13,4,5,0,0,Snow,23.1,0.12,0,0,396,44.0,1,13.6
14,4,5,0,0,Snow,35.2,0.26,0,0,323,51.1,0,11.7
15,4,5,0,0,Snow,27.5,2.41,0,0,348,21.4,2,28.0
16,4,5,0,0,Clear,15.5,0.0,0,0,475,65.3,0,9.2
17,4,5,0,1,Rain,22.4,0.25,0,0,821,10.0,3,60.0
18,4,5,0,1,Rain,2.0,0.13,0,0,935,22.3,2,26.9
19,4,5,0,1,Fog,21.9,0.0,0,0,1203,10.0,3,60.0
20,4,5,0,0,Rain,31.9,0.3,0,0,470,64.0,0,9.4
21,4,5,0,0,Clear,15.4,0.0,0,0,461,71.2,0,8.4
